strike,call_bid,call_ask,call_lastPrice,volume_x,openInterest_x,put_bid,put_ask,put_lastPrice,volume_y,openInterest_y,gap_mid,gap_exec,expiry,tau_years,rf_annual,pv_div
370.0,0.0,0.0,261.69,2.0,0.0,0.0,0.0,0.22,291.0,0.0,-11.12083847001071,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
380.0,263.53,267.0,250.39,2.0,2.0,0.0,0.0,0.28,7.0,0.0,2.3314366938066087,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
385.0,0.0,0.0,259.98,4.0,0.0,0.0,0.0,0.31,12.0,0.0,1.9850742757152489,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
390.0,249.22,252.39,241.24,2.0,2.0,0.0,0.0,0.32,7.0,0.0,-2.2312881423761155,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
400.0,245.58,249.0,237.13,1.0,6.0,0.0,0.0,0.34,11.0,0.0,4.170987021441164,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
410.0,0.0,0.0,230.63,1.0,0.0,0.0,0.0,0.38,2.0,0.0,-2.5917378147415775,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
415.0,0.0,0.0,223.45,202.0,0.0,0.0,0.0,0.4,2.0,0.0,-4.823100232832957,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
425.0,214.79,217.96,201.04,2.0,0.0,0.0,0.0,0.43,337.0,0.0,-1.9908250690156706,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
430.0,0.0,0.0,195.65,,1.0,0.0,0.0,0.47,998.0,0.0,-17.78718748710702,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
435.0,204.72,208.12,179.54,,20.0,0.0,0.0,0.48,123.0,0.0,-2.058549905198362,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
440.0,0.0,0.0,189.05,20.0,130.0,0.0,0.0,0.5,177.0,0.0,-14.479912323289739,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
445.0,194.94,198.33,172.61,,161.0,0.0,0.0,0.54,128.0,0.0,-1.9662747413811132,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
450.0,190.24,193.41,179.6,9.0,328.0,0.0,0.0,0.56,333.0,0.0,-1.8276371594724878,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
455.0,190.4,193.8,171.8,20.0,314.0,0.0,0.0,0.52,2.0,0.0,3.4560004224361762,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
460.0,0.0,0.0,176.63,2.0,0.0,0.0,0.0,0.72,55.0,0.0,-7.245361995655202,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
465.0,0.0,0.0,183.83,375.0,0.0,0.0,0.0,0.82,4.0,0.0,4.823275586253459,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
470.0,0.0,0.0,175.56,1.0,0.0,0.0,0.0,0.78,38.0,0.0,1.5619131681620786,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
475.0,0.0,0.0,173.86,399.0,0.0,0.0,0.0,0.88,7.0,0.0,4.730550750070734,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
480.0,0.0,0.0,171.56,600.0,0.0,0.0,0.0,0.74,59.0,0.0,7.5391883319793465,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
485.0,0.0,0.0,166.01,1.0,0.0,0.0,0.0,0.95,1.0,0.0,6.7478259138879935,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
490.0,0.0,0.0,161.75,125.0,0.0,0.0,0.0,1.0,2.0,0.0,7.406463495796629,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
491.0,154.32,157.76,139.7,1.0,3.0,0.0,0.0,0.77,2.0,0.0,2.92019101217835,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
492.0,149.14,152.38,136.51,,1.0,0.0,0.0,0.84,5.0,0.0,-1.4360814714399055,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
493.0,152.99,156.3,148.82,1.0,10.0,0.0,0.0,0.91,5.0,0.0,3.3726460449418596,,2025-10-31,0.15605749486652978,0.040320000648498534,0.0
